lifter_id,Name,Sex,BirthYearClass,Country
7461,Vladimi Simonenko,M,40-49,Russia
7462,Nygard Truls,M,40-49,Norway
7463,Erik Butzelaar,M,40-49,Netherlands
7464,Anton Speth,M,40-49,Germany
7465,Arto Hannolin,M,40-49,Finland
7466,Igor Davidoff,M,40-49,France
7467,Daniel Gaudreau,M,,USA
7468,Ichiro Ujiie,M,40-49,Japan
7469,Bruce Edwards,M,40-49,USA
7470,Piotr Pawlik,M,40-49,Poland
7471,Erfan Mohsen,M,40-49,Egypt
7472,Pierre Gallart,M,50-59,France
7473,Andrew Bates,M,50-59,USA
7474,James Mick,M,50-59,UK
7475,József Kapor,M,50-59,Hungary
7476,Jaques Bette,M,50-59,France
7477,Toru Magome,M,50-59,Japan
7478,Yuji Kato,M,50-59,Japan
7479,Jay Haines,M,50-59,USA
7480,Juha Inkinen,M,50-59,Finland
7481,Jim Klostergaard,M,50-59,USA
7482,Taisto Paananen,M,50-59,Finland
7483,Rainer Thomas,M,50-59,Germany
7484,Makoto Maehara,M,50-59,Japan
7485,Karel Olič,M,50-59,Czechia
7486,Uwe Bienert,M,50-59,Germany
7487,Yaroslav Chala,M,50-59,Ukraine
7488,Hans-Jürgen Pietsch,M,50-59,Germany
7489,Tilman Gallant,M,50-59,Canada
7490,Jerzy Furmanek,M,50-59,Poland
7491,David Chevalier,M,50-59,USA
7492,Jack Kromkamp,M,50-59,Netherlands
7493,Steve Caldwell,M,50-59,USA
7494,Mirosla Koprnicky,M,50-59,Canada
7495,Anthony Warren,M,50-59,New Zealand
7496,Greg Chrun,M,50-59,USA
7497,David Brooks,M,50-59,UK
7498,Fred Anneese,M,50-59,Netherlands
7499,Ulrich Vetter,M,50-59,Germany
7500,James Cash,M,50-59,USA
7501,Henryk Szymanski,M,50-59,Poland
7502,Fred Dini,M,50-59,USA
7503,Colin Bonneau,M,50-59,Canada
7504,Wolfgang Siewert,M,50-59,Germany
7505,Kurt Nygård,M,50-59,Finland
7506,Raimo Aulis Sipiläinen,M,50-59,Finland
7507,Gip Duggan,M,50-59,USA
7508,Karl-Heinz Voscul,M,50-59,Germany
7509,Stan Hallmond,M,50-59,New Zealand
7510,Alexander Diepold,M,60-69,Germany
7511,Junichero Akai,M,60-69,Japan
7512,Yoshiharu Sakurai,M,60-69,Japan
7513,Jose Russo,M,60-69,France
7514,Naoki Nakata,M,60-69,Japan
7515,Hurley Meeks,M,60-69,USA
7516,Joe Stockinger,M,70-999,Canada
7517,Ivan Karpisek,M,60-69,Czechia
7518,Jim Merlino,M,60-69,USA
7519,Bill McFadyen,M,60-69,UK
7520,Olavi Kallio,M,60-69,Finland
7521,Stewart Wiegand,M,60-69,USA
7522,Jose-Lui Martinez,M,60-69,Spain
7523,Joe McDermott,M,60-69,USA
7524,Hideo Kumakura,M,60-69,Japan
7525,Niilo Tarvainen,M,60-69,Finland
7526,Louis Sposato,M,60-69,USA
7527,Jiri Hofirek,M,60-69,Czechia
7528,Pascal Chabeau,M,60-69,France
7529,Barrie Scott,M,60-69,England
7530,Roland Schubert,M,60-69,Germany
7531,Maurice Cuvellier,M,60-69,France
7532,James Bourisaw,M,60-69,USA
7533,Bernie Morris,M,60-69,England
7534,Marc LeBolay,M,60-69,France
7535,Egil Engebretsen,M,60-69,Norway
7536,Murray Marsh,M,60-69,USA
7537,Peter Schwarz,M,60-69,Germany
7538,Phil Richard,M,14-18,UK
7539,P.K. Srivastaya,M,19-23,India
7540,Bernie Miller,M,19-23,USA
7541,Chun-Chie Lee,M,14-18,Taiwan
7542,Thierry Brunat,M,19-23,France
7543,Morten Bergersen,M,19-23,Norway
7544,Matti Laatikainen,M,14-18,Finland
7545,Peter Råberg,M,19-23,Sweden
7546,Chih-Chiao Huang,M,19-23,Taiwan
7547,Fabio Ambrosin,M,19-23,Italy
7548,Magnus Carlsson,M,19-23,Sweden
7549,Jagdish Lai,M,19-23,India
7550,Asko Sirviö,M,19-23,Finland
7551,Joachim Mödl,M,19-23,West Germany
7552,Sandeep Sawant,M,19-23,India
7553,Jean-Max Riviere,M,19-23,France
7554,Rune Berger,M,19-23,Norway
7555,Timo Hyvärinen,M,19-23,Finland
7556,Torbjörn Jönsson,M,19-23,Sweden
7557,Michel Bulsei,M,19-23,Belgium
7558,Ulf Andersson,M,19-23,Sweden
7559,David Kent,M,19-23,Australia
7560,Wil Taylor,M,19-23,USA
7561,H. Dadapeer,M,19-23,India
7562,Kader Baali,M,19-23,France
7563,Jussi Huhtanen,M,19-23,Finland
7564,Jarmo Laine,M,19-23,Finland
7565,Krister Renman,M,19-23,Sweden
7566,G.P. Rajappa,M,19-23,India
7567,Ken Jackson,M,19-23,UK
7568,Glyn Merritt,M,19-23,UK
7569,Philippe Hoareau,M,19-23,France
7570,Kuo-Feng Tsai,M,19-23,Taiwan
7571,Arne Brovold,M,19-23,Norway
7572,Magnus Källmén,M,19-23,Sweden
7573,David Baker #3,M,19-23,Canada
7574,John O'Donnel,M,19-23,Ireland
7575,Jack Tice,M,19-23,USA
7576,Jari Nurmi,M,19-23,Finland
7577,John Andersson,M,19-23,Sweden
7578,Nikolaj Holsting,M,19-23,Norway
7579,Ferdinand Pesendörfer,M,19-23,Austria
7580,Øyvind Bjørnsen,M,19-23,Norway
7581,Shyam Sharma,M,19-23,India
7582,Mario Schnurr,M,19-23,West Germany
7583,Sabino Pisani,M,19-23,Italy
7584,Lawrence Mentesh,M,19-23,UK
7585,Erwin Krokkee,M,19-23,Netherlands
7586,Jeevan Singh,M,19-23,India
7587,Vincent Grelet,M,19-23,France
7588,Franz van Haaren,M,19-23,Netherlands
7589,Giovanni Ritucci,M,19-23,Switzerland
7590,Dirk Van der Heyden,M,19-23,Belgium
7591,Kjell Kaspersen,M,19-23,Norway
7592,Pierre Fogelberg,M,19-23,Sweden
7593,Brian Skibyak,M,19-23,USA
7594,Tor-Kjeld Jevne,M,19-23,Norway
7595,Kevin Hammerton,M,19-23,UK
7596,David Cretzan,M,19-23,Ireland
7597,Jürgen Hoffart,M,19-23,West Germany
7598,Tyler Malejko,M,19-23,USA
7599,Cheng-Chiung Chen,M,19-23,Taiwan
7600,Kimmo Ilmanen,M,19-23,Finland
7601,Brad Cooper,M,19-23,Australia
7602,Ari Hujanen,M,19-23,Finland
7603,Carl Olav Christoffersen,M,19-23,Norway
7604,Derek Pomana,M,19-23,New Zealand
7605,Carmen Perotta,M,19-23,USA
7606,Miguel Marie-Sainte,M,19-23,France
7607,Olaf Nimmerfroh,M,14-18,West Germany
7608,Clive Henry,M,19-23,England
7609,Bjørn Hansen,M,19-23,Norway
7610,Peter Baumeister,M,19-23,West Germany
7611,Dondon Akkua,M,19-23,Nauru
7612,Huai-Chin Liang,M,19-23,Taiwan
7613,Ian Wadley,M,19-23,UK
7614,Jan Seghers,M,19-23,Belgium
7615,Janne Toivanen,M,19-23,Finland
7616,Daniel Mahan,M,19-23,USA
7617,Darren Robinson,M,19-23,USA
7618,Alexander Schütze,M,19-23,West Germany
7619,Michael Scheig,M,19-23,West Germany
7620,Stein Apenæs,M,19-23,Norway
7621,Stephen Brown #3,M,19-23,Australia
7622,Luke Hadzipetrov,M,19-23,Australia
7623,Anton Tucek,M,19-23,Austria
7624,Kirk Karwoski,M,19-23,USA
7625,Greg Wilson #1,M,19-23,Australia
7626,Mike Siegler,M,19-23,USA
7627,Thomas Klose,M,19-23,West Germany
7628,Matt Rossiter,M,19-23,New Zealand
7629,Lars Rudolf Klev,M,19-23,Norway
7630,Russell Kun,M,19-23,Nauru
7631,Che-Yi Liao,M,19-23,Taiwan
7632,L.P. Srinivas,M,19-23,India
7633,Wayne Buck,M,19-23,UK
7634,Mika Valve,M,19-23,Finland
7635,Svend Karlsen,M,19-23,Norway
7636,Wulf Kronemann,M,19-23,West Germany
7637,David Madra,M,19-23,Australia
7638,Magnus Högberg,M,19-23,Sweden
7639,Chien-Hsiung Chao,M,19-23,Taiwan
7640,Robert Feuk,M,19-23,Sweden
7641,Bert Hoeks,M,19-23,Netherlands
7642,Karl Saliger,M,19-23,Austria
7643,Brian Bell #1,M,19-23,Scotland
7644,Michael van Leeuwen,M,19-23,Netherlands
7645,Bob Bierschback,M,19-23,USA
7646,Dirk Pessemier,M,19-23,Belgium
7647,Saviour Grech,M,19-23,Australia
7648,Luiz Farnettani,M,19-23,Brazil
7649,Pasi Paavisto,M,19-23,Finland
7650,Valdon Dawiyogo,M,19-23,Nauru
7651,Cheng-Tsung Wu,M,14-18,Taiwan
7652,Vinobha Gowda,M,19-23,India
7653,Phil Richard,M,50-59,
7654,Andrzej Stanaszek,M,19-23,Poland
7655,Kari Ylijoki,M,24-39,Finland
7656,Andrey Podpalny,M,24-39,Russia
7657,Christian Klein,M,,Germany
7658,Štefan Koľšovský,M,,Slovenia
7659,Svein Walstad,M,24-39,Norway
7660,Amit Selberg,M,14-18,Sweden
7661,Kevin Rogers,M,,Australia
7662,Markus Schick,M,,Germany
7663,Konstantin Pavlov,M,,Russia
7664,Alexey Sidorov,M,19-23,Russia
7665,Robert Allen #1,M,,USA
7666,Aleksandrs Radzēvičš,M,24-39,Latvia
7667,Mamuka Shenillia,M,,Georgia
7668,Tsan-Hue Kuo,M,24-39,Taiwan
7669,Tsan-Hue Karlsson,M,,Sweden
7670,Valeriy Bogdanov,M,,Russia
7671,Marek Siedlecki,M,,Poland
7672,Matthias Fröhlich,M,24-39,Germany
7673,Asko Sirviö,M,,Finland
7674,Benito Gonzales,M,,Spain
7675,Yung-Chang Lee,M,,Taiwan
7676,Mahesh Prasad,M,19-23,India
7677,Alexey Sivokon,M,19-23,Kazakhstan
7678,Juhani Järvinen,M,,Finland
7679,Kurt Rooch,M,,Germany
7680,Mike Nikolaizig,M,,Germany
7681,Mick McCrohon,M,24-39,UK
7682,Chuck Brunson,M,24-39,USA
7683,Valery Kravchenko,M,24-39,Ukraine
7684,Eric LeRiboter,M,24-39,France
7685,Mikhail Smirnov,M,,Russia
7686,Mikael Vegh,M,24-39,Sweden
7687,Kenny Doyle,M,14-18,Canada
7688,Chiu-Kuei Kuo,M,24-39,Taiwan
7689,Sandro Ueno,M,24-39,Brazil
7690,Greg Warr,M,,USA
7691,Susumu Otani,M,40-49,Japan
7692,Lutz Gayek,M,24-39,Germany
7693,Donald Robins,M,,USA
7694,Magnus Källmén,M,24-39,Sweden
7695,Sakari Selkäinaho,M,24-39,Finland
7696,Patrick LeBlevennec,M,24-39,France
7697,Alexandre Bonin,M,,France
7698,Magnar Midboj,M,,Norway
7699,Ashoke-Kumar Sharma,M,,India
7700,Jyotirmoy Barman,M,24-39,India
7701,Alvi Eriksson,M,24-39,Finland
7702,Arthur Hirner,M,24-39,Germany
7703,Rene Imesch,M,24-39,Switzerland
7704,Robert DeCourt,M,,USA
7705,Kari Laitila,M,24-39,Finland
7706,Leonard McCormick,M,,USA
7707,Tibor Kustán,M,,Hungary
7708,Manfred Sabathy,M,24-39,Australia
7709,Björn Kvamme,M,,Norway
7710,Eduardo Geverson,M,,Brazil
7711,Max Ramussen,M,,UK
7712,Daniel Kram,M,24-39,Canada
7713,Arun Sharma,M,24-39,India
7714,Volodymyr Ukhach,M,24-39,Ukraine
7715,Alexander Lekomzev,M,,Russia
7716,Rudi Kollmann,M,24-39,Germany
7717,Lee Rorie,M,24-39,USA
7718,Marko Salminen,M,,Finland
7719,Richard Singer,M,,Australia
7720,Minoru Nakayama,M,24-39,Japan
7721,Frank Gyland,M,24-39,Norway
7722,Miguel Marie-Sainte,M,24-39,France
7723,Yuriy Zakharov,M,,Kazakhstan
7724,Manuel Bezerra,M,,Norway
7725,Alexander Marangos,M,,Cyprus
7726,Uma Kant,M,24-39,India
7727,Frank Pfraumer,M,24-39,Germany
7728,Günter Königer,M,24-39,Austria
7729,Unto Raatiniemi,M,24-39,Sweden
7730,Peter Linberg,M,24-39,Sweden
7731,Hitashi Nashiro,M,40-49,Japan
7732,Sergiy Makrushin,M,19-23,Ukraine
7733,Matsuo Yokovama,M,,Japan
7734,Björge Nass,M,,Norway
7735,Kadyan Puran Singh,M,,India
7736,Edward Grinkervich,M,,Belarus
7737,Franz Dytkiewicz,M,40-49,Germany
7738,Klaus Berhard,M,,Austria
7739,Akinori Shinzato,M,40-49,Japan
7740,Ahti Kokonen,M,,Finland
7741,Sandor Loska,M,24-39,Hungary
7742,Szabolcs Balázs,M,,Hungary
7743,Roland Eriksson,M,,Sweden
7744,Alexander Gorokhovski,M,,Russia
7745,Yuriy Khuazhev,M,24-39,Russia
7746,Per Carlmark,M,,Sweden
7747,Luis Gaspar,M,,France
7748,Huai-Chin Zhukov,M,,Ukraine
7749,Huai-Chin Liang,M,24-39,Taiwan
7750,Vadim Ossokin,M,,Estonia
7751,Shota Bejashvili,M,24-39,Georgia
7752,Zhukov Vyacheslav,M,,Ukraine
7753,Somnatu Tuginait,M,,India
7754,Jari Sjöman,M,24-39,Finland
7755,Yuriy Tchelobichikov,M,,Russia
7756,Reinhold Kases,M,,Austria
7757,Chuck Harris,M,24-39,USA
7758,Lasse Tammi,M,24-39,Finland
7759,Franz Mares,M,24-39,Austria
7760,Christopher Lawton,M,,UK
7761,Cyril Maree,M,,France
7762,Thomas Koskinen,M,,Sweden
7763,Mark Bogorod,M,,Russia
7764,Roberts Beitans,M,,Latvia
7765,James Henderson #1,M,24-39,USA
7766,Yngve Gustafsson,M,24-39,Sweden
7767,Mario Böttcher,M,,Germany
7768,Antonín Šota,M,,Czechia
7769,Jarmo Rantanen,M,,Finland
7770,Chien-Hsiung Chao,M,,Taiwan
7771,Clive Lambert,M,24-39,England
7772,Valery Sidorenko,M,24-39,Belarus
7773,Cheng-Tsung Wu,M,19-23,Taiwan
7774,Guntars Kusiņš,M,19-23,Latvia
7775,Eduard Dobrõi,M,,Estonia
7776,Donna Malone-Wicker,F,,USA
7777,Hisako Yoshida,F,24-39,Japan
7778,Suzanne Smith #3,F,14-18,UK
7779,Collette Marentette,F,,Canada
7780,A. Almeida,F,,Brazil
7781,Terry Dillard,F,,USA
7782,Denise Perez,F,,Canada
7783,Claudette Dionne,F,,Canada
7784,Glenda Botica,F,,Australia
7785,E Nunez,F,,Brazil
7786,M Colaneri,F,,Brazil
7787,Sue Jordan,F,,Australia
7788,Susan Elwyn,F,24-39,USA
7789,Kali Bogias,F,,Canada
7790,Josie Gingras,F,,Canada
7791,Rimi Uehara,F,,Japan
7792,I. Ribeiro,F,,Brazil
7793,Gayla Crain,F,19-23,USA
7794,Angie Rountree,F,,Australia
7795,Maria Colis,F,,Brazil
7796,Christine Bent,F,,USA
7797,Eileen Wadie,F,,USA
7798,Heidi Wittesch,F,24-39,Australia
7799,Donna Webb,F,14-18,UK
7800,Rita Bass,F,,England
7801,Anna-Maija Yliluoma,F,,Finland
7802,Rhonda Peterson,F,,Canada
7803,Michelle Silva,F,,Brazil
7804,Jennifer Weyland,F,,USA
7805,Ann Connolly,F,,Canada
7806,Aparecida Martinez,F,,Brazil
7807,Sonia Forenzano,F,,Brazil
7808,Judith Oakes,F,19-23,England
7809,Pam Matthews,F,,Australia
7810,Pia Grengman,F,,Sweden
7811,Terry Ptomey,F,14-18,USA
7812,Eileen Cookson,F,,Canada
7813,Tove Eriksen,F,,Norway
7814,Bev Francis,F,24-39,Australia
7815,Vicky Gagne,F,19-23,USA
7816,Ginette Gardner,F,,Australia
7817,Wanda Sander,F,19-23,USA
7818,Gael Martin,F,,Australia
7819,Jo-Ann Marshall,F,,Canada
7820,Janis Kerr,F,,UK
7821,Maria Ambrozini,F,,Brazil
7822,Hsiu-Ju Cheng,F,14-18,Taiwan
7823,Li-Hua Lu,F,24-39,Taiwan
7824,Anna Oroszova,F,24-39,Slovakia
7825,Wilhel Grobbelaar,F,24-39,South Africa
7826,Maria Bartosova,F,24-39,Slovakia
7827,Joanne Millerman,F,19-23,UK
7828,Connie Eisenbraun,F,24-39,USA
7829,Chi-Ching Chen,M,24-39,Taiwan
7830,Yuri Petrov,M,24-39,Russia
7831,Valery Patrikeev,M,24-39,Russia
7832,Tim Ellwood,M,24-39,UK
7833,Gerald Dick,M,24-39,Germany
7834,Yves Bedard,M,24-39,Canada
7835,Greg Sadler,M,19-23,UK
7836,Tagy Parnian,M,24-39,Netherlands
7837,Jan Mihail,M,24-39,Slovakia
7838,Chen-Lung Yang,M,24-39,Taiwan
7839,Peter Linnett,M,24-39,England
7840,Brian Froggatt,M,24-39,New Zealand
7841,Roger Ingdal,M,24-39,Norway
7842,Sumter Loyd,M,24-39,Netherlands
7843,Simon Chalk,M,24-39,England
7844,David Gibson #2,M,24-39,England
7845,Max Bergbauer,M,60-69,Germany
7846,Theo Strippel,M,24-39,Germany
7847,Dobjens Cees,M,40-49,Netherlands
7848,Michael Siegner,M,50-59,Germany
7849,Steve Bennett #3,M,24-39,UK
7850,Arma Liisa Prinkkala,F,,Finland
7851,Rekha Mal,F,19-23,India
7852,Delcy Palk,F,24-39,USA
7853,Felicia Manganiello,F,24-39,USA
7854,Joy Burt,F,24-39,Canada
7855,Silvana Bollmann,F,,West Germany
7856,Jenny Hunter,F,,England
7857,Umeyo Kunihiro,F,24-39,Japan
7858,Andrea Sortwell,F,,USA
7859,Kazuko Ishikawa,F,24-39,Japan
7860,Sheridan Oldhamm,F,,USA
7861,Liz Odendaal,F,24-39,Netherlands
7862,Sunita Laha,F,24-39,India
7863,Judith Oakes,F,24-39,England
7864,Heidi Wittech,F,,Austria
7865,Ulrike Herchenhein,F,24-39,West Germany
7866,Ventje Male,M,,Indonesia
7867,Hiroyuki Isagawa,M,,Japan
7868,Talamobanua Nanda,M,,Indonesia
7869,Gerard Tromp,M,24-39,Netherlands
7870,JD Carr,M,24-39,USA
7871,Vasco Simpson,M,,Canada
7872,Ausby Alexander,M,24-39,USA
7873,Floreano Domenici,M,,Italy
7874,Mike Barber,M,,USA
7875,Walter Porsey,M,,Canada
7876,Donald Scott,M,,USA
7877,Tony Stevens #1,M,40-49,England
7878,Johnny Melander,M,24-39,Sweden
7879,Jean-Pierre Brulois,M,24-39,France
7880,Rudolph Kuster,M,,West Germany
7881,Romeo Ghattas,M,,Brazil
7882,Ricardo Malo,M,,Brazil
7883,Taisiya Kuznetsova,F,14-18,Ukraine
7884,Watabe Akiko,F,,Japan
7885,Singh Swati,F,,India
7886,Lora Marietta,F,14-18,USA
7887,Laetisha Schmidt,F,,South Africa
7888,Audrey Karbowski,F,14-18,USA
7889,Irina Khasanova,F,14-18,Russia
7890,Svitlana Kozyupa,F,14-18,Ukraine
7891,Dubey Vandna,F,,India
7892,Kohashi Manami,F,,Japan
7893,Kayati Paladugu,F,,India
7894,Yulia Medvedeva,F,14-18,Russia
7895,Mary Ron,F,14-18,Venezuela
7896,Sonja Viljoen,F,14-18,South Africa
7897,Kuroyanagi Yuka,F,,Japan
7898,Sunohara Tomoko,F,,Japan
7899,Anna Bulgakova,F,14-18,Ukraine
7900,Meghan Jovanovich,F,14-18,USA
7901,Joseph Janis,F,,India
7902,Nadiya Petrovska,F,14-18,Ukraine
7903,Angelle Matt,F,14-18,USA
7904,Sule Sayali,F,,India
7905,Ayako Nishida,F,14-18,Japan
7906,Sharma Randeep,F,14-18,India
7907,Bonica Brown,F,14-18,USA
7908,Olga Gemaletdinova,F,,Russia
7909,Shea Wallus,F,14-18,USA
7910,Parmeshwar Vasuda,F,,India
7911,Alexander Kolbin,M,14-18,Russia
7912,Matt Knight #2,M,,USA
7913,Sakiyama Shinji,M,,Japan
7914,Konstantin Danilov,M,,Russia
7915,Alexey Vlasov,M,14-18,Russia
7916,Timothy Cross,M,,USA
7917,Sahu Devender,M,,India
7918,Anton Krasilnikov,M,,Russia
7919,Youhmi Romero,M,,Venezuela
7920,Pavol Seman,M,14-18,Slovakia
7921,Takei Ten,M,,Japan
7922,Jaco De Waal,M,14-18,South Africa
7923,Kanazawa Takuya,M,,Japan
7924,Narsimo Rao K,M,,India
7925,Abe Kiyoto,M,,Japan
7926,Vladimir Agafonov,M,,Russia
7927,Fukushima Yuki,M,,Japan
7928,Samuel Lappalainen,M,14-18,Finland
7929,Werner Heenop,M,,South Africa
7930,Konita Yusuke,M,,Japan
7931,Emil Johansson,M,,Sweden
7932,Teotia Pulkit,M,,India
7933,Singh Pawandeep,M,,India
7934,Bertie van Wyk,M,,South Africa
7935,Arai Masataka,M,,Japan
7936,Andrey Pankov #1,M,,Russia
7937,Viktor Biryukov,M,14-18,Russia
7938,Cory Saltzman,M,14-18,USA
7939,Nitin Sharma,M,14-18,India
7940,Lucas Swanepoel,M,,South Africa
7941,Vadyn Dovganyuk,M,,Ukraine
7942,Pavel Berlin,M,,Russia
7943,Magnus Önerud,M,14-18,Sweden
7944,JC Steyn,M,,South Africa
7945,Watanabe Yuji,M,,Japan
7946,Jon Krogman,M,,USA
7947,Alexey Khoroshev,M,,Russia
7948,Shinoda Takeharu,M,,Japan
7949,Dayal Sethi Devi,M,,India
7950,Kyle Harvey,M,14-18,USA
7951,Barend van Vuuren,M,,South Africa
7952,Anton Dubrovskyy,M,14-18,Ukraine
7953,Matti Hietala,M,14-18,Finland
7954,Jani Rainela,M,14-18,Finland
7955,Deep Singh Aman,M,,India
7956,Justin Newsome,M,,USA
7957,Tina Carder,F,19-23,USA
7958,Eduviges Molina,F,19-23,Venezuela
7959,Miura Rika,F,,Japan
7960,Ashley Matherne,F,19-23,USA
7961,Sanna Apuli,F,,Finland
7962,Takei Ai,F,,Japan
7963,Evgeniya Arkhypenko,F,19-23,Ukraine
7964,Desirae Arelliano,F,19-23,USA
7965,Marguerite Fitzgerald,F,,South Africa
7966,Kira Pavlovskaya,F,19-23,Russia
7967,Ashley Awalt,F,19-23,USA
7968,Maria Chushchina,F,19-23,Russia
7969,Kaneda Minako,F,,Japan
7970,Ogiyama Haruka,F,,Japan
7971,Natalia Igosheva,F,19-23,Russia
7972,Codi Grubbs,F,19-23,USA
7973,Toppo Sunita,F,19-23,India
7974,Samantha Matwan,F,,South Africa
7975,Anastasia Yakovleva,F,19-23,Russia
7976,Gundula Fiona Sommer von Bachhaus,F,19-23,Germany
7977,Alyssa Hitchcock,F,19-23,USA
7978,Yulia Goryachun,F,19-23,Ukraine
7979,Yamazaki Midori,F,,Japan
7980,Irina Dergunova,F,,Russia
7981,Kimmie Everett,F,19-23,USA
7982,Zuzana Petejova,F,19-23,Slovakia
7983,Kateryna Boroday,F,,Ukraine
7984,Alexandra Murashova,F,,Russia
7985,Anna Śliwińska,F,,Poland
7986,Kelly Louque,F,19-23,USA
7987,Yuka Asai,F,19-23,Japan
7988,Danielle Miller #1,F,19-23,USA
7989,I B Cauhan Nilofer,F,,India
7990,Viktoriya Olenytsya,F,,Ukraine
7991,Hildeborg Juvet Hugdal,F,,Norway
7992,Jamie Johnson #4,F,,USA
7993,Mary Alvarado,F,,Venezuela
7994,Alexey Romanov,M,,Russia
7995,Takase Hisayuki,M,,Japan
7996,Jeremiah Welch,M,19-23,USA
7997,Uji Kotaro,M,,Japan
7998,Dominik Golak,M,19-23,Poland
7999,Michael Hafenbrack,M,19-23,USA
8000,Tashiro Junichi,M,,Japan
8001,Masuda Yoichi,M,,Japan
8002,Singh Khilawan,M,,India
8003,Ayrat Zakiev,M,,Russia
8004,Erasmo Ron,M,19-23,Venezuela
8005,Yoshihiro Sato,M,,Japan
8006,Grzegorz Kępczyński,M,19-23,Poland
8007,Rémi Bhang,M,,France
8008,Maekawa Yoshinori,M,,Japan
8009,Prasad Gattupali Syam,M,,India
8010,Aleksandr Gromov,M,,Russia
8011,Tomasz Jarosiewicz,M,,Poland
8012,David Ramokgadi,M,,South Africa
8013,Kanazawa Takashi,M,,Japan
8014,Ogasawara Keisuke,M,,Japan
8015,Dmitriy Dvornikov,M,,Russia
8016,Oleksiy Kryvoshey,M,19-23,Ukraine
8017,David Hammers,M,19-23,USA
8018,Josh Rohr,M,19-23,USA
8019,Darren Anthony,M,,South Africa
8020,Johannes Hadebe,M,19-23,South Africa
8021,Shyam Singh #1,M,19-23,India
8022,Harald Grubauer,M,19-23,Austria
8023,Steven McLawchlin,M,19-23,USA
8024,Hernán Ron,M,19-23,Venezuela
8025,Alexey Ernandes-Ortega,M,19-23,Russia
8026,Marcel Lindholm,M,,Finland
8027,Miwa Keigo,M,19-23,Japan
8028,Richard Hozjan,M,,Australia
8029,Okamura Toshiteru,M,,Japan
8030,Ryan Dykins,M,,South Africa
8031,Vadim Zamornikov,M,19-23,Russia
8032,Mykola Oliynyk,M,,Ukraine
8033,Denzil Van Niekerk,M,,South Africa
8034,Andre Hentzchel,M,,Germany
8035,Eban Traeger,M,19-23,Australia
8036,Stefan Arnold,M,,USA
8037,David Jame,M,19-23,Australia
8038,Leander Jacobs,M,19-23,South Africa
8039,Adam Bury,M,19-23,Canada
8040,Michał Wilk,M,19-23,Poland
8041,Konstantin Pozdeev,M,,Russia
8042,Konstantin Lebedko,M,19-23,Russia
8043,Andreas Hjelmtveit,M,,Norway
8044,Oleksandr Bashkatov,M,19-23,Ukraine
8045,Virzi Francesco,M,,Germany
8046,Brendan O'Shea,M,19-23,South Africa
8047,Tandon Pradeep,M,,India
8048,Stefan Woll,M,19-23,Australia
8049,Jessie Betzinger,M,,USA
8050,Derek Brixius,M,19-23,USA
8051,Kiradoo Hanshraj,M,,India
8052,Sergey Sosnovskiy,M,,Russia
8053,Oliweir Bryniarski,M,19-23,Poland
8054,Tonni Jensen,M,19-23,Denmark
8055,Christoph Senn,M,19-23,Austria
8056,Shaun Botha,M,,South Africa
8057,Alexey Pankov,M,19-23,Russia
8058,Alexander Hoffmann,M,,Germany
8059,Jaco Claasens Gert,M,19-23,South Africa
8060,Indo Masaharu,M,,Japan
8061,James Townsend #1,M,19-23,USA
8062,Alexander Klyushev,M,19-23,Russia
8063,Jewgenij Kondraschow,M,,Germany
8064,Josh Chovanec,M,19-23,USA
8065,David Sharon,M,19-23,USA
8066,Wilhem Leibnitz Guido Vilalta,M,40-49,Mexico
8067,Phil Richard,M,40-49,UK
8068,Thierry Lauilhe,M,40-49,France
8069,Gérald Sertelet,M,40-49,France
8070,Abelardo Moreno,M,40-49,Mexico
8071,Ankhbaatar Munkhuu,M,40-49,Mongolia
8072,Patrik Turesson,M,40-49,Sweden
8073,Sukh-Ochir Yura,M,40-49,Mongolia
8074,Stéphane Coudoux,M,40-49,France
8075,Sune Bak,M,40-49,Denmark
8076,Vasil Gushterov,M,40-49,USA
8077,Jarno Ruohonen,M,40-49,Finland
8078,Ulzii-Orshikh Davaatseren,M,40-49,Mongolia
8079,Munkhbaatar Tsevegsuren,M,40-49,Mongolia
8080,Andre Gholson,M,40-49,USA
8081,Tomáš Šárik,M,40-49,Czechia
8082,Patrick Anderson #1,M,40-49,USA
8083,Åge Berntsen,M,40-49,Norway
8084,Greg Simmons #2,M,50-59,USA
8085,Karel Ruso,M,50-59,Czechia
8086,Oscar Mejía,M,50-59,Mexico
8087,Carlos Lewis,M,50-59,USA
8088,Philippe Courtois,M,50-59,France
8089,Daniel Austin #1,M,50-59,USA
8090,Tor-Egil Skogly,M,50-59,Norway
8091,Sandro D'Angelo,M,50-59,Canada
8092,Gary Pamplin,M,50-59,USA
8093,Koichi Nakatani,M,50-59,Japan
8094,Shigeki Minami,M,50-59,Japan
8095,Robert Keyes,M,50-59,USA
8096,Alex Galant,M,60-69,USA
8097,Patrick Blard,M,60-69,France
8098,Paul Mears #1,M,60-69,USA
8099,Claude Couturier,M,60-69,France
8100,Mike Rosenwald,M,60-69,USA
8101,Toshio Kitano,M,60-69,Japan
8102,Leslie Newton,M,60-69,USA
8103,Dominique Mouchet,M,60-69,France
8104,José Ocasio,M,60-69,Puerto Rico
8105,Antero Juntunen,M,60-69,Finland
8106,William Kevin Stirling,M,60-69,Canada
