meet_id,Date,MeetCountry,MeetState,MeetTown,MeetName,Federation,ParentFederation,Tested,Sanctioned
289,1997-09-12,Slovakia,,Bratislava,World Juniors Powerlifting Championships,IPF,IPF,Yes,Yes
290,2011-11-08,Czechia,,Pilsen,World Powerlifting Championships,IPF,IPF,Yes,Yes
291,1976-11-06,USA,PA,York,Men's World Powerlifting Championships,IPF,IPF,,Yes
292,2001-05-24,Czechia,,Frydek-Mistek,Women's World Powerlifting Championships,IPF,IPF,Yes,Yes
293,2002-12-05,Luxembourg,,Hamm,World Bench Press Championships,IPF,IPF,Yes,Yes
294,1998-12-11,Germany,,Amberg,World Disabled Bench Press Championships,IPF,IPF,Yes,Yes
295,2013-04-18,Czechia,,Prague,World Masters Bench Press Championships,IPF,IPF,Yes,Yes
296,1996-08-07,Finland,,Vassa,World Juniors Powerlifting Championships,IPF,IPF,Yes,Yes
297,1997-06-18,South Africa,,Capetown,Women's World Powerlifting Championships,IPF,IPF,Yes,Yes
298,2010-05-24,USA,TX,Killeen,World Bench Press Championships,IPF,IPF,Yes,Yes
299,1983-05-07,Australia,SA,Adelaide,Women's World Powerlifting Championships,IPF,IPF,Yes,Yes
300,2005-11-08,USA,FL,Florida,Men's World Powerlifting Championships,IPF,IPF,Yes,Yes
301,2024-07-23,Estonia,,Tartu,FISU World University Powerlifting Championships,IPF,IPF,Yes,Yes
302,2016-07-11,Belarus,,Minsk,World University Powerlifting Cup,IPF,IPF,Yes,Yes
303,1998-11-10,Ukraine,,Cherkasy,Men's World Powerlifting Championships,IPF,IPF,Yes,Yes
304,2001-08-21,Japan,,Akita,World Games,IPF,IPF,Yes,Yes
305,1985-11-07,Finland,,Espoo,Men's World Powerlifting Championships,IPF,IPF,Yes,Yes
306,2022-08-27,Turkey,,Istanbul,World Junior Equipped Powerlifting Championships,IPF,IPF,Yes,Yes
307,2016-10-03,Estonia,,Tallinn,World Masters Championships,IPF,IPF,Yes,Yes
308,2014-05-20,Denmark,,Rodby,World Bench Press Championships,IPF,IPF,Yes,Yes
309,2018-04-23,South Africa,,Potchefstroom,World Bench Press Championships,IPF,IPF,Yes,Yes
310,2017-07-24,Poland,,Wroclaw,World Games,IPF,IPF,Yes,Yes
311,2023-10-31,Slovenia,,Kranjska Gora,World University Powerlifting Cup,IPF,IPF,Yes,Yes
312,2009-09-28,Czechia,,Ostrava,World Masters Powerlifting Championships,IPF,IPF,Yes,Yes
313,1988-09-07,Luxembourg,,,World Juniors Powerlifting Championships,IPF,IPF,Yes,Yes
314,1997-12-13,Czechia,,Prague,Men's World Powerlifting Championships,IPF,IPF,Yes,Yes
315,2025-05-18,Norway,,Drammen,World Classic & Equipped Bench Press Championships,IPF,IPF,Yes,Yes
316,1991-06-23,India,DL,New Delhi,Women's World Powerlifting Championships,IPF,IPF,Yes,Yes
317,2019-10-07,South Africa,,Potchefstroom,World Masters Powerlifting Championships,IPF,IPF,Yes,Yes
318,2013-06-11,Russia,VLA,Suzdal,World Classic Powerlifting Championships,IPF,IPF,Yes,Yes
319,2006-11-05,Norway,,Stavanger,World Powerlifting Championships,IPF,IPF,Yes,Yes
320,2017-08-28,USA,,Orlando,World Sub-Juniors & Juniors Powerlifting Championships,IPF,IPF,Yes,Yes
321,2024-05-22,USA,TX,Austin,World Bench Press Championships,IPF,IPF,Yes,Yes
322,2010-11-07,South Africa,,Potchefstroom,World Powerlifting Championships,IPF,IPF,Yes,Yes
323,2018-05-14,Finland,,Vantaa,World Classic Bench Press Championships,IPF,IPF,Yes,Yes
324,2023-08-24,Romania,,Cluj Napoca,World Junior and Sub-Junior Equipped Championships,IPF,IPF,Yes,Yes
325,2001-12-07,New Zealand,CAN,Christchurch,World Bench Press Championships,IPF,IPF,Yes,Yes
326,1993-10-26,Canada,ON,Hamilton,World Masters Powerlifting Championships,IPF,IPF,Yes,Yes
327,2025-01-26,UK,,Sheffield,Sheffield Powerlifting Championships,IPF,IPF,Yes,Yes
328,2001-09-11,Bulgaria,,Sofia,World Juniors Powerlifting Championships,IPF,IPF,Yes,Yes
329,2015-08-31,Czechia,,Prague,World Sub-Juniors & Juniors Powerlifting Championships,IPF,IPF,Yes,Yes
330,2013-11-04,Norway,,Stavanger,World Powerlifting Championships,IPF,IPF,Yes,Yes
331,2009-11-02,India,,New Delhi,World Powerlifting Championships,IPF,IPF,Yes,Yes
332,2019-11-18,UAE,,Dubai,World Powerlifting Championships,IPF,IPF,Yes,Yes
333,1995-10-03,Denmark,,Copenhagen,World Masters Powerlifting Championships,IPF,IPF,Yes,Yes
334,1992-05-31,Belgium,,Ghent,Women's World Powerlifting Championships,IPF,IPF,Yes,Yes
335,2000-10-17,Czechia,,Usti Nad Labem,World Masters Powerlifting Championships,IPF,IPF,Yes,Yes
336,1978-11-02,Finland,,Turku,Men's World Powerlifting Championships,IPF,IPF,,Yes
337,2007-09-03,France,,La Garde,World Sub-Juniors & Juniors Powerlifting Championships,IPF,IPF,Yes,Yes
338,1984-11-23,USA,TX,Dallas,Men's World Powerlifting Championships,IPF,IPF,Yes,Yes
339,2004-04-21,Slovakia,,Trencin,World Masters Bench Press Championships,IPF,IPF,Yes,Yes
340,1977-11-03,Australia,WA,Perth,Men's World Powerlifting Championships,IPF,IPF,,Yes
341,2006-05-23,Hungary,,Miskolc,World Bench Press Championships,IPF,IPF,Yes,Yes
342,1980-11-07,USA,VA,Arlington,Men's World Powerlifting Championships,IPF,IPF,,Yes
343,2009-04-15,New Zealand,WKO,Taupo,World Masters Bench Press Championships,IPF,IPF,Yes,Yes
344,2005-05-26,Finland,,Ylitornio,Women's World Powerlifting Championships,IPF,IPF,Yes,Yes
345,2010-09-27,Czechia,,Pilsen,World Sub-Juniors & Juniors Powerlifting Championships,IPF,IPF,Yes,Yes
346,2010-05-24,USA,TX,Killeen,World Sub-Juniors & Juniors Bench Press Championships,IPF,IPF,Yes,Yes
347,2025-08-14,China,,Chengdu,World Games,IPF,IPF,Yes,Yes
348,2011-09-26,Canada,ON,St Catharines,World Masters Powerlifting Championships,IPF,IPF,Yes,Yes
349,2007-05-29,Denmark,,Thisted,World Bench Press Championships,IPF,IPF,Yes,Yes
350,1999-10-05,Czechia,,Nymburk,World Juniors Powerlifting Championships,IPF,IPF,Yes,Yes
351,2012-10-02,USA,TX,Killeen,World Masters Powerlifting Championships,IPF,IPF,Yes,Yes
352,2000-11-15,Japan,,Akita,Men's World Powerlifting Championships,IPF,IPF,Yes,Yes
353,2017-06-14,Belarus,,Minsk,World Classic Powerlifting Championships,IPF,IPF,Yes,Yes
354,1988-07-28,England,,Milton Keyes,World Masters Powerlifting Championships,IPF,IPF,Yes,Yes
355,1997-10-14,Hungary,,Szégesfehérvár,World Masters Powerlifting Championships,IPF,IPF,Yes,Yes
356,2021-01-31,Iceland,,Reykjavík,Reykjavík International Games,KRAFT,IPF,Yes,Yes
357,2009-05-27,Luxembourg,,Hamm,World Bench Press Championships,IPF,IPF,Yes,Yes
358,2025-08-25,Costa Rica,,San Jose,World Junior and Sub-Juniors Powerlifting Championships,IPF,IPF,Yes,Yes
359,2019-08-26,Canada,SK,Regina,World Juniors & Sub-Juniors Championships,IPF,IPF,Yes,Yes
360,2008-09-30,USA,CA,Palm Springs,World Masters Powerlifting Championships,IPF,IPF,Yes,Yes
361,2004-05-03,France,,Cahors,Women's World Powerlifting Championships,IPF,IPF,Yes,Yes
362,1992-09-08,Australia,NSW,Sydney,World Juniors Powerlifting Championships,IPF,IPF,Yes,Yes
363,1998-10-21,Hungary,,Györ,World Juniors Powerlifting Championships,IPF,IPF,Yes,Yes
364,1994-06-18,Indonesia,,Denpasar,World Juniors Powerlifting Championships,IPF,IPF,Yes,Yes
365,2003-04-12,Ukraine,,Cherkasy,World Students Cup,IPF,IPF,Yes,Yes
366,2024-03-15,UK,,Birmingham,Arnold Sports Festival UK,IPF,IPF,Yes,Yes
367,2012-04-20,USA,CO,Aurora,World Masters Bench Press Championships,IPF,IPF,Yes,Yes
368,1992-09-03,Australia,NSW,Sydney,World Masters Powerlifting Championships,IPF,IPF,Yes,Yes
369,1981-07-25,USA,CA,Santa Clara,World Games,IPF,IPF,Yes,Yes
370,2023-06-11,Malta,,St. Julians,World Classic Powerlifting Championships,IPF,IPF,Yes,Yes
371,2023-03-25,UK,,Sheffield,Sheffield Powerlifting Championships,IPF,IPF,Yes,Yes
372,2015-11-09,Luxembourg,,Hamm,World Powerlifting Championships,IPF,IPF,Yes,Yes
373,1999-12-09,Finland,,Vaasa,World Bench Press Championships,IPF,IPF,Yes,Yes
374,1994-12-04,Finland,,Jarvenpaa,World Disabled Bench Press Championships,IPF,IPF,Yes,Yes
375,2017-04-22,USA,TX,Killeen,World Classic Bench Press Championships,IPF,IPF,Yes,Yes
376,2009-07-25,Taiwan,,Kaohsiung,World Games,IPF,IPF,Yes,Yes
377,2022-10-31,Turkey,,Istanbul,World University Powerlifting Cup,IPF,IPF,Yes,Yes
378,1984-12-13,Australia,WA,Perth,World Masters Powerlifting Championships,IPF,IPF,Yes,Yes
379,2016-04-19,Denmark,,Rodby,World Bench Press Championships,IPF,IPF,Yes,Yes
380,2017-01-29,Iceland,,Reykjavík,Reykjavík International Games,IPF,IPF,Yes,Yes
381,1999-05-19,Denmark,,Thisted,Women's World Powerlifting Championships,IPF,IPF,Yes,Yes
382,2014-04-17,England,,Northumberland,World Masters Bench Press Championships,IPF,IPF,Yes,Yes
383,1988-05-06,Belgium,,Brussels,Women's World & European Powerlifting Championships,IPF,IPF,Yes,Yes
384,2002-11-13,Slovakia,,Trencin,Men's World Powerlifting Championships,IPF,IPF,Yes,Yes
385,1990-10-13,Australia,WA,Perth,World Masters Powerlifting Championships,IPF,IPF,Yes,Yes
386,1974-11-09,USA,PA,York,Men's World Powerlifting Championships,IPF,IPF,,Yes
387,2018-06-06,Canada,,Calgary,World Classic Powerlifting Championships,IPF,IPF,Yes,Yes
388,2022-08-31,Turkey,,Istanbul,World Junior Classic Powerlifting Championships,IPF,IPF,Yes,Yes
389,2022-01-30,Iceland,,Reykjavík,Reykjavik International Games,EPF,IPF,Yes,Yes
390,2022-09-23,England,,Birmingham,Arnold Sports Festival,IPF,IPF,Yes,Yes
391,1995-05-05,Japan,,Chiba,Women's World Powerlifting Championships,IPF,IPF,Yes,Yes
392,1999-11-17,Italy,,Trento,Men's World Powerlifting Championships,IPF,IPF,Yes,Yes
393,1991-09-05,Ivory Coast,,Abidjan,World Juniors Powerlifting Championships,IPF,IPF,Yes,Yes
394,2015-06-05,Finland,,Salo,World Classic Powerlifting Championships,IPF,IPF,Yes,Yes
395,2000-12-08,Czechia,,Frydek-Mistek,World Bench Press Championships,IPF,IPF,Yes,Yes
396,2005-10-04,South Africa,,Pretoria,World Masters Powerlifting Championships,IPF,IPF,Yes,Yes
397,1987-11-12,Norway,,Fredrikstad,Men's World Powerlifting Championships,IPF,IPF,Yes,Yes
398,1999-10-19,South Africa,,Sun City,World Masters Powerlifting Championships,IPF,IPF,Yes,Yes
399,2010-09-27,Czechia,,Pilsen,World Masters Powerlifting Championships,IPF,IPF,Yes,Yes
400,2003-05-22,USA,IL,Chicago,Women's World Powerlifting Championships,IPF,IPF,Yes,Yes
401,1984-09-20,Australia,,Perth,World Juniors Powerlifting Championships,IPF,IPF,Yes,Yes
402,2022-05-21,Kazakhstan,,Almaty,World Bench Press Championships,IPF,IPF,Yes,Yes
403,2004-12-02,USA,OH,Cleveland,World Bench Press Championships,IPF,IPF,Yes,Yes
404,1992-12-08,Taiwan,,Kaohsiung,World Disabled Bench Press Championships,IPF,IPF,Yes,Yes
405,1996-12-14,Austria,,Salzburg,Men's World Powerlifting Championships,IPF,IPF,Yes,Yes
406,2023-10-08,Mongolia,,Ulaanbaatar,World Masters Classic & Equipped Powerlifting Championships,IPF,IPF,Yes,Yes
407,1980-05-21,USA,MA,Lowell,Women's World Powerlifting Championships,IPF,IPF,Yes,Yes
408,1998-10-06,Argentina,,Villa Maria Cordoba,World Masters Powerlifting Championships,IPF,IPF,Yes,Yes
409,2022-06-06,South Africa,,Sun City,World Classic Powerlifting Championships,IPF,IPF,Yes,Yes
410,1999-12-09,Finland,,Vaasa,World Disabled Bench Press Championships,IPF,IPF,Yes,Yes
411,2016-05-15,South Africa,,Potchefstroom,World Classic Bench Press Championships,IPF,IPF,Yes,Yes
412,2004-10-05,India,,Udaipur,World Masters Powerlifting Championships,IPF,IPF,Yes,Yes
413,1998-05-23,Norway,,Mo I Rana,Women's World Powerlifting Championships,IPF,IPF,Yes,Yes
414,1997-08-08,Finland,,Lahti,World Games,IPF,IPF,Yes,Yes
415,2024-06-29,Peru,,,V Campeonato Nacional Open,FDNLP,IPF,Yes,Yes
416,2023-03-29,Peru,,,IV Campeonato Nacional Juvenil,FDNLP,IPF,Yes,Yes
417,2022-12-03,Netherlands,,Eindhoven,Odin Cup,KNKF-SP,IPF,Yes,Yes
418,2017-04-29,Netherlands,ZE,Vlissingen,Dutch Juniors & Sub-Juniors Championships,KNKF-SP,IPF,Yes,Yes
419,2024-11-30,Netherlands,,Eindhoven,Lichtstad Cup,KNKF-SP,IPF,Yes,Yes
420,2022-06-12,Netherlands,,Geldrop,TOPFIT Cup Equipped,KNKF-SP,IPF,Yes,Yes
421,2019-09-01,Netherlands,NB,Geldrop,Dutch Classic Bench Press Championships,KNKF-SP,IPF,Yes,Yes
422,2019-12-07,Netherlands,NB,Veldhoven,DRC Cup,KNKF-SP,IPF,Yes,Yes
423,2025-07-06,Netherlands,,IJmuiden,Regiokampioenschappen West,KNKF-SP,IPF,Yes,Yes
424,2025-06-21,Netherlands,,Weert,Masters NK Powerliften,KNKF-SP,IPF,Yes,Yes
425,2021-10-30,Netherlands,,Nijmegen,SBD Cup Powerliften Classic,KNKF-SP,IPF,Yes,Yes
426,2023-03-12,Netherlands,,Wezep,Open Bench Press Equipped Qualifier,KNKF-SP,IPF,Yes,Yes
427,2014-02-23,Netherlands,NB,Tilburg,Dutch Equipped Powerlifting Championships,KNKF-SP,IPF,Yes,Yes
428,2023-12-03,Netherlands,,Geldrop,Masters NK Powerliften,KNKF-SP,IPF,Yes,Yes
429,2019-02-02,Netherlands,GR,Groningen,Northside Barbell Cup,KNKF-SP,IPF,Yes,Yes
430,2021-07-04,Netherlands,,Apeldoorn,NK Bankdrukken Equipped,KNKF-SP,IPF,Yes,Yes
431,2023-11-25,Netherlands,,Tilburg,Benelux Tournament,KNKF-SP,IPF,Yes,Yes
432,2024-06-16,Netherlands,,Schiedam,Regiokampioenschappen West,KNKF-SP,IPF,Yes,Yes
433,2015-11-22,Netherlands,ZH,Rotterdam,Dutch Equipped Bench Press Championships,KNKF-SP,IPF,Yes,Yes
434,2016-09-24,Netherlands,GE,Nijmegen,SBD Cup,KNKF-SP,IPF,Yes,Yes
435,2025-09-13,Netherlands,,Rotterdam,Ascending Cup One,KNKF-SP,IPF,Yes,Yes
436,2018-06-24,Netherlands,,Utrecht,Dutch Juniors & Sub-Juniors Championships,KNKF-SP,IPF,Yes,Yes
437,2014-04-23,Netherlands,NH,Alkmaar,Dutch Equipped Bench Championships,KNKF-SP,IPF,Yes,Yes
438,2017-09-10,Netherlands,NB,Geldrop,Dutch Classic Bench Press Championships,KNKF-SP,IPF,Yes,Yes
439,2018-10-13,Netherlands,ZH,Delft,Dutch Student Championships,KNKF-SP,IPF,Yes,Yes
440,2022-10-29,Netherlands,,Nijmegen,SBD Cup,KNKF-SP,IPF,Yes,Yes
441,2022-03-26,Netherlands,,Tilburg,Open NK Powerliften Classic,KNKF-SP,IPF,Yes,Yes
442,2024-09-14,Netherlands,,Nijmegen,SBD Cup,KNKF-SP,IPF,Yes,Yes
443,2024-07-06,Netherlands,,Tilburg,Regiokampioenschappen Midden-Zuid,KNKF-SP,IPF,Yes,Yes
444,2025-07-12,Netherlands,,Amsterdam,Euro Muscle Show: Deadlift Cup,KNKF-SP,IPF,Yes,Yes
445,2024-03-03,Netherlands,,Eindhoven,Subjunioren & Junioren & Masters NK Bankdrukken,KNKF-SP,IPF,Yes,Yes
446,2025-12-14,Netherlands,,Eindhoven,Open NK Bankdrukken,KNKF-SP,IPF,Yes,Yes
447,2026-04-25,Netherlands,,Eindhoven,Junioren NK Powerliften,KNKF-SP,IPF,Yes,Yes
448,2024-02-17,Netherlands,,Groningen,Northside Barbell Winter Cup,KNKF-SP,IPF,Yes,Yes
449,2019-02-24,Netherlands,NH,Oudkarpsel,Dutch Equipped Powerlifting Championships,KNKF-SP,IPF,Yes,Yes
450,2026-01-25,Netherlands,,Eindhoven,NK Teams,KNKF-SP,IPF,Yes,Yes
451,2021-07-17,Netherlands,,Weert,Subjunioren & Junioren NK Powerliften Classic,KNKF-SP,IPF,Yes,Yes
452,2022-09-18,Netherlands,,Beuningen,Open NK Bankdrukken Classic,KNKF-SP,IPF,Yes,Yes
453,2023-01-28,Netherlands,,Nijmegen,Atlas NK Qualifier,KNKF-SP,IPF,Yes,Yes
454,2023-10-01,Netherlands,,Beuningen,Speijers Sports Bankdruk Cup,KNKF-SP,IPF,Yes,Yes
455,2022-09-18,Netherlands,,Beuningen,Speijers Sports Bankdruk Cup,KNKF-SP,IPF,Yes,Yes
456,2024-10-06,Netherlands,,Beuningen,Speijers Sports Bankdruk Cup,KNKF-SP,IPF,Yes,Yes
457,2014-12-06,Netherlands,NB,Veldhoven,Dutch Classic Powerlifting Championships,KNKF-SP,IPF,Yes,Yes
458,2015-09-06,Netherlands,GE,Nijmegen,SBD Cup,KNKF-SP,IPF,Yes,Yes
459,2021-10-09,Netherlands,,Tillburg,NSK Powerliften Classic,KNKF-SP,IPF,Yes,Yes
460,2024-12-14,Netherlands,,Eindhoven,Lichtstad Cup 2.0,KNKF-SP,IPF,Yes,Yes
461,2016-06-11,Netherlands,NB,Tilburg,DRC Cup,KNKF-SP,IPF,Yes,Yes
462,2026-02-22,Netherlands,,Apeldoorn,Subjunioren & Junioren & Masters NK Bankdrukken,KNKF-SP,IPF,Yes,Yes
463,2016-12-11,Netherlands,NB,Veldhoven,Dutch Classic Powerlifting Championships,KNKF-SP,IPF,Yes,Yes
464,2021-05-22,Netherlands,,Maasland,Open NK Powerliften Classic Dames,KNKF-SP,IPF,Yes,Yes
465,2022-06-25,Netherlands,,Groningen,Northside Barbell Summer Cup,KNKF-SP,IPF,Yes,Yes
466,2024-10-26,Netherlands,,Groningen,NSK Powerliften,KNKF-SP,IPF,Yes,Yes
467,2019-09-28,Netherlands,GE,Nijmegen,SBD Cup,KNKF-SP,IPF,Yes,Yes
468,2025-03-29,Netherlands,,Rotterdam,Staal & Kracht Cup,KNKF-SP,IPF,Yes,Yes
469,2022-10-15,Netherlands,,Delft,NSK Powerliften Classic,KNKF-SP,IPF,Yes,Yes
470,2020-10-10,Netherlands,NB,Tilburg,Dutch Student Championships,KNKF-SP,IPF,Yes,Yes
471,2021-12-18,Netherlands,,Wezep,PWG Cup Powerliften Classic,KNKF-SP,IPF,Yes,Yes
472,2022-04-30,Netherlands,,Lelystad,Beginnerswedstrijd Lelystad,KNKF-SP,IPF,Yes,No
473,2025-11-08,Netherlands,,Tilburg,Open NK Powerliften,KNKF-SP,IPF,Yes,Yes
474,2021-07-03,Netherlands,,Apeldoorn,Subjunioren Junioren & Masters NK Bankdrukken Classic,KNKF-SP,IPF,Yes,Yes
475,2019-03-23,Netherlands,NB,Tilburg,Dutch Classic Powerlifting Championships,KNKF-SP,IPF,Yes,Yes
476,2018-09-02,Netherlands,NB,Geldrop,Dutch Classic Bench Press Championships,KNKF-SP,IPF,Yes,Yes
477,2025-06-15,Netherlands,,Groningen,Regiokampioenschappen Noord-Oost,KNKF-SP,IPF,Yes,Yes
478,2017-03-26,Netherlands,ZH,Amsterdam,Dutch Equipped Bench Press Championships,KNKF-SP,IPF,Yes,Yes
479,2025-02-22,Netherlands,,Groningen,Northside Barbell Winter Cup,KNKF-SP,IPF,Yes,Yes
480,2025-06-28,Netherlands,,Tilburg,Regiokampioenschappen Midden-Zuid,KNKF-SP,IPF,Yes,Yes
481,2018-02-25,Netherlands,NH,Alkmaar,Dutch Equipped Powerlifting Championships,KNKF-SP,IPF,Yes,Yes
482,2021-05-30,Netherlands,,Maasland,Open NK Powerliften Classic Heren,KNKF-SP,IPF,Yes,Yes
483,2023-12-16,Netherlands,,Veldhoven,Lichtstad Cup,KNKF-SP,IPF,Yes,Yes
484,2015-09-20,Netherlands,NB,Geldrop,Dutch Classic Bench Press Championships,KNKF-SP,IPF,Yes,Yes
485,2024-12-21,Netherlands,,Eindhoven,Odin Cup,KNKF-SP,IPF,Yes,Yes
486,2018-12-08,Netherlands,NB,Veldhoven,DRC Cup,KNKF-SP,IPF,Yes,Yes
487,2024-06-29,Netherlands,,Tiel,Regiokampioenschappen Noord-Oost,KNKF-SP,IPF,Yes,Yes
488,2026-02-22,Netherlands,,Apeldoorn,Powerlifting Apeldoorn Bankdruk Cup,KNKF-SP,IPF,Yes,Yes
489,2024-05-11,Netherlands,,Stramproy,Junioren NK Powerliften,KNKF-SP,IPF,Yes,Yes
490,2023-05-06,Netherlands,,Hoofddorp,Ro's Cup,KNKF-SP,IPF,Yes,Yes
491,2020-09-06,Netherlands,NB,Geldrop,Dutch Classic Bench Press Championships,KNKF-SP,IPF,Yes,Yes
492,2024-03-30,Netherlands,,Nijmegen,SBD Paascup,KNKF-SP,IPF,Yes,Yes
493,2020-02-23,Netherlands,NH,Oudkarspel,Dutch Sub-Juniors Classic Powerlifting Championships,KNKF-SP,IPF,Yes,Yes
494,2017-06-10,Netherlands,NB,Tilburg,DRC Cup,KNKF-SP,IPF,Yes,Yes
495,2026-05-09,Netherlands,,Breda,Breda Open Cup,KNKF-SP,IPF,Yes,Yes
496,2016-03-20,Netherlands,NH,Alkmaar,Dutch Equipped Bench Press Championships,KNKF-SP,IPF,Yes,Yes
497,2023-06-03,Netherlands,,Groningen,Northside Barbell Summer Cup,KNKF-SP,IPF,Yes,Yes
498,2023-03-12,Netherlands,,Wezep,Subjunioren Junioren & Masters NK Bankdrukken Classic,KNKF-SP,IPF,Yes,Yes
499,2026-02-28,Netherlands,,Groningen,Northside Barbell Cup,KNKF-SP,IPF,Yes,Yes
500,2025-09-27,Netherlands,,Beuningen,Speijers Sports Powerlift Cup,KNKF-SP,IPF,Yes,Yes
501,2024-04-14,Netherlands,,Weert,Subjunioren NK Powerliften,KNKF-SP,IPF,Yes,Yes
502,2016-05-22,Netherlands,NB,Eindhoven,Dutch Juniors & Masters Equipped Championships & Open Powerlifting,KNKF-SP,IPF,Yes,Yes
503,2022-04-16,Netherlands,,Weert,Junioren NK Powerliften Dames,KNKF-SP,IPF,Yes,Yes
504,2024-11-16,Netherlands,,Eindhoven,Masters NK Powerliften,KNKF-SP,IPF,Yes,Yes
505,2016-09-18,Netherlands,NB,Geldrop,Dutch Classic Bench Press Championships,KNKF-SP,IPF,Yes,Yes
506,2014-05-18,Netherlands,NH,Alkmaar,Dutch Equipped Juniors & Masters Powerlifting Championships,KNKF-SP,IPF,Yes,Yes
507,2018-02-03,Netherlands,ZH,Rotterdam,Fox Powerlifting Cup & NK Masters Classic,KNKF-SP,IPF,Yes,Yes
508,2017-12-09,Netherlands,NB,Veldhoven,Dutch Classic Powerlifting Championships,KNKF-SP,IPF,Yes,Yes
509,2023-05-07,Netherlands,,Hoofddorp,Subjunioren NK Powerliften,KNKF-SP,IPF,Yes,Yes
510,2025-02-16,Netherlands,,Eindhoven,Sectie-C Bankdruk Cup,KNKF-SP,IPF,Yes,Yes
511,2019-04-07,Netherlands,NB,Geldrop,TOPFIT Bench Press Classic Cup,KNKF-SP,IPF,Yes,Yes
512,2017-05-21,Netherlands,NB,Eindhoven,Sport Arena Dutch Juniors & Masters Equipped Championships,KNKF-SP,IPF,Yes,Yes
513,2024-03-03,Netherlands,,Eindhoven,Open Bench Press Qualifier,KNKF-SP,IPF,Yes,Yes
514,2020-03-07,Netherlands,NH,Oudkarspel,Dutch Juniors Classic Powerlifting Championships,KNKF-SP,IPF,Yes,Yes
515,2021-11-07,Netherlands,,Geldrop,Open NK Bankdrukken Classic,KNKF-SP,IPF,Yes,Yes
516,2025-12-13,Netherlands,,Eindhoven,Lichtstad Cup 2.0,KNKF-SP,IPF,Yes,Yes
517,2018-04-22,Netherlands,NB,Tilburg,Dutch Classic Powerlifting Championships,KNKF-SP,IPF,Yes,Yes
518,2023-10-01,Netherlands,,Beuningen,Open NK Bankdrukken Classic,KNKF-SP,IPF,Yes,Yes
519,2023-03-12,Netherlands,,Wezep,Open Bench Press Classic Qualifier,KNKF-SP,IPF,Yes,Yes
520,2025-02-16,Netherlands,,Eindhoven,Subjunioren & Junioren & Masters NK Bankdrukken,KNKF-SP,IPF,Yes,Yes
521,2015-03-18,Netherlands,NH,Noord-Schaarwoude,Dutch Classic Sub&Juniors Championships,KNKF-SP,IPF,Yes,Yes
522,2019-04-07,Netherlands,NB,Geldrop,Dutch Equipped Bench Press Championships,KNKF-SP,IPF,Yes,Yes
523,2025-12-14,Netherlands,,Eindhoven,Sectie-C Bankdruk Cup 2.0,KNKF-SP,IPF,Yes,Yes
524,2025-04-19,Netherlands,,Nijmegen,SBD Paascup,KNKF-SP,IPF,Yes,Yes
525,2025-11-29,Netherlands,,Eindhoven,Lichtstad Cup,KNKF-SP,IPF,Yes,Yes
526,2017-09-30,Netherlands,GE,Nijmegen,SBD Cup,KNKF-SP,IPF,Yes,Yes
527,2020-02-23,Netherlands,NH,Oudkarspel,Dutch Equipped Powerlifting Championships,KNKF-SP,IPF,Yes,Yes
528,2021-09-12,Netherlands,,Geldrop,TOPFIT Cup Powerliften Classic,KNKF-SP,IPF,Yes,Yes
529,2025-05-10,Netherlands,,Stramproy,Junioren NK Powerliften,KNKF-SP,IPF,Yes,Yes
530,2019-06-22,Netherlands,UT,Utrecht,Dutch Juniors & Sub-Juniors Championships,KNKF-SP,IPF,Yes,Yes
531,2018-03-25,Netherlands,NH,Alkmaar,Dutch Equipped Bench Press Championships,KNKF-SP,IPF,Yes,Yes
532,2019-10-20,Netherlands,GE,Apeldoorn,Dutch Classic Masters Championships,KNKF-SP,IPF,Yes,Yes
533,2024-02-25,Netherlands,,Geldrop,Equipped TOPFIT Cup,KNKF-SP,IPF,Yes,Yes
534,2023-02-25,Netherlands,,Tilburg,Open NK Powerliften,KNKF-SP,IPF,Yes,Yes
535,2023-01-14,Netherlands,,Groningen,Northside Barbell Winter Cup,KNKF-SP,IPF,Yes,Yes
536,2015-12-12,Netherlands,NB,Veldhoven,Dutch Classic Powerlifting Championships,KNKF-SP,IPF,Yes,Yes
537,2023-10-07,Netherlands,,Eindhoven,Odin Cup,KNKF-SP,IPF,Yes,Yes
538,2024-10-06,Netherlands,,Beuningen,Open NK Bankdrukken,KNKF-SP,IPF,Yes,Yes
539,2025-10-25,Netherlands,,Leiden,NSK Powerliften,KNKF-SP,IPF,Yes,Yes
540,2023-12-23,Netherlands,,Eindhoven,Lichtstad Cup II,KNKF-SP,IPF,Yes,Yes
541,2024-11-09,Netherlands,,Tilburg,Open NK Powerliften,KNKF-SP,IPF,Yes,Yes
542,2017-10-14,Netherlands,NB,Tilburg,Dutch Student Powerlifting Championships,KNKF-SP,IPF,Yes,Yes
543,2023-11-05,Netherlands,,Eindhoven,Team Francke Bankdruk Cup,KNKF-SP,IPF,Yes,Yes
544,2022-07-16,Netherlands,,Wezep,PWG Summer Cup,KNKF-SP,IPF,Yes,Yes
545,2016-10-01,Netherlands,NB,Tilburg,Dutch Student Powerlifting Championships,KNKF-SP,IPF,Yes,Yes
546,2017-02-26,Netherlands,ZH,Alkmaar,Dutch Equipped Powerlifting Championships,KNKF-SP,IPF,Yes,Yes
